barcode	x	y
cell_12539	8874.930427851996	7599.042218962
cell_12540	7672.154801752218	4941.902670552164
cell_12541	8883.30451035451	7147.4051373225275
cell_12542	8490.582994310951	7529.126924634134
cell_12544	7108.8249078552035	7661.373576391255
cell_12545	8069.002859120621	7365.136268356902
cell_12546	8221.83803984811	5038.915038804182
cell_12547	7348.879137750082	5037.726721503092
cell_12548	8378.802594496965	6071.216064619707
cell_12549	7630.5646739745225	5638.266333593686
cell_12550	7397.214050905055	5046.245522805558
cell_12551	8354.535096533813	6340.063976703925
cell_12552	8648.626509450693	7828.362780328804
cell_12553	9100.564909714412	6495.352140781843
cell_12554	7401.505873716348	6256.437590896475
cell_12555	7729.398529814441	7311.729019379768
cell_12556	8870.005818805083	5680.256047412486
cell_12557	8112.648217442833	7039.250254512249
cell_12558	7626.39847379851	6085.070783382185
cell_12559	8325.269156058572	6498.7155109564965
cell_12560	7177.7729674222055	7983.092755643524
cell_12561	8660.993640166278	7457.752836477404
cell_12562	8496.978168543352	5722.321386248752
cell_12563	8507.553335869821	6505.770466908608
cell_12564	7856.76877678212	5908.306670602299
cell_12565	8580.81669006387	5915.419540366947
cell_12566	9263.400066188797	6575.63136201378
cell_12567	7593.861745638272	6563.334410021768
cell_12568	8431.351684743107	6314.6559600507135
cell_12569	8410.287823873567	6307.262042615085
cell_12570	8084.98819009183	6470.595032177375
cell_12571	7798.40958816328	6384.7976204631705
cell_12572	8136.879101820935	7363.834563632183
cell_12573	7738.409663425688	5112.274745913925
cell_12574	8150.247993355032	5165.44245212007
cell_12575	8275.553606918596	7137.890288021623
cell_12576	8694.874245174922	5829.81917990821
cell_12577	9476.145125918898	7879.112776381314
cell_12578	7670.613265027234	6176.083348290086
cell_12579	7825.597481262882	6266.206938198737
cell_12580	8389.272882694595	5695.985321642655
cell_12581	7886.436563935092	6929.470752389459
cell_12582	7916.351832093892	6743.695564676656
cell_12583	7076.187515984512	5339.516624399082
cell_12584	9562.258788398593	7844.259238579892
cell_12585	7229.125093499474	6064.921943465714
cell_12586	7338.333755220859	7354.829465806017
cell_12587	8961.483366561659	6129.194312265475
cell_12588	9345.371445090655	5709.246401919841
cell_12589	8927.289442259285	6546.708697389731
cell_12590	8928.257756706995	7697.501835132206
cell_12591	8587.368776743951	7190.498559225029
cell_12592	8016.096854273505	5795.893882504238
cell_12593	9490.384146162476	5468.819654352316
cell_12594	8708.34576465468	5724.675858599149
cell_12595	9639.40132672387	6778.192840682443
cell_12596	9237.923364132994	5445.660311887048
cell_12597	7216.739029828001	5510.678536323392
cell_12598	7885.484943437004	6085.066171951508
cell_12599	9413.294641141685	6032.37013872271
cell_12600	7184.820315957438	6348.749740156506
cell_12601	7669.6550173967125	5866.291574770768
cell_12602	8276.711274648873	6190.594107723093
cell_12603	7309.588407737759	4880.612072278583
cell_12604	8053.486744727512	5451.22191264669
cell_12605	8576.040557708133	6519.629224970897
cell_12606	8659.534588755714	5440.395322539193
cell_12607	8173.926545726006	7699.231176704587
cell_12608	9066.994661450952	6040.455549256383
cell_12609	7282.491228454426	6409.940860030926
cell_12610	9417.61165327176	4888.560119467257
cell_12612	8481.430995960955	5487.852675117398
cell_12613	7929.785303090701	6631.72225730155
cell_12614	7391.19073348281	6164.630519855124
cell_12615	8897.692124557867	6337.869513902533
cell_12616	9031.504455654847	5727.920693763814
cell_12617	8785.229550504715	6681.889657177948
cell_12618	7560.004219621144	6739.954175309498
cell_12619	6944.950612378458	6469.750904284052
cell_12620	7693.743975852797	6190.38431882679
cell_12621	9007.870336567812	6376.199721522373
cell_12622	9373.165771093702	5256.5132953067405
cell_12623	7295.607221449611	5985.440152228219
cell_12624	8425.290233163216	6257.10021098102
cell_12625	7572.093398670362	6983.523128780873
cell_12626	7309.887255671166	5715.60383318747
cell_12627	7658.794219211741	6207.480198890992
cell_12628	7865.392944738697	5814.480032762499
cell_12629	9548.696329820252	7566.555590582307
cell_12630	7446.470009380942	7617.344666201922
cell_12631	6941.29606847663	4946.238669636158
cell_12632	9073.800298599817	6468.1807618836765
cell_12633	8523.544155331207	6809.222599893732
cell_12634	8475.96258248701	6039.107791350109
cell_12635	9491.307867135705	5561.028990473175
cell_12636	8389.328533885191	6659.336864194099
cell_12637	7114.157551450077	7473.542631115925
cell_12638	8451.097205055183	7482.563833405445
cell_12639	7691.979475839124	6229.14965856723
cell_12640	7673.904914954716	6695.492750501822
cell_12641	7008.170722610905	7630.384095540076
cell_12642	9321.561623942645	5588.257832783599
cell_12643	8417.38267303808	6640.366297190339
cell_12644	8441.592077039546	5630.713339893555
cell_12645	8806.050349495343	5998.36025631093
cell_12646	8087.885342935664	7329.895871385454
cell_12647	8295.065038623516	7171.182920135138
cell_12648	7565.281382182458	6766.795153092308
cell_12649	8231.567665177748	6134.798187270285
cell_12650	7540.488301901611	4972.398009859673
cell_12651	9354.597570890859	5677.71431062125
cell_12652	8274.953337955028	4860.887390013304
cell_12653	8352.038966428901	5442.518681338104
cell_12654	8106.062386832929	8069.022015734126
cell_12655	9478.450610715627	7712.19336973006
cell_12656	9582.45620955364	6297.870379291463
cell_12657	9466.842874921036	7725.986652746728
cell_12658	7203.234242955548	6209.017992137586
cell_12659	9499.995448347925	7758.178643424188
cell_12660	8232.370996983662	5928.9515634824
cell_12661	7317.116564505982	7668.827029691357
cell_12662	8407.657272792567	5639.381443272526
cell_12663	9181.617597886583	6615.356555788208
cell_12664	8505.435641965065	7082.350901744262
cell_12665	8553.618268085225	7071.167439273939
cell_12666	9115.503161353221	5853.161453446425
cell_12667	9170.547371424773	6181.323093616128
cell_12668	8097.977678912783	6266.200767444575
cell_12669	8095.329461598005	6072.272549935085
cell_12670	8748.120532556502	7189.018437549184
cell_12671	9255.485400351523	7881.166946221127
cell_12672	7154.38634116516	6770.035859871842
cell_12674	7835.975802962925	6788.285019213109
cell_12675	9615.031432316924	6129.482140666895
cell_12676	7297.301750602477	7449.018452014187
cell_12677	9695.576411997354	6576.655248242954
cell_12678	6885.584054395849	6835.306647401019
cell_12679	8396.897358161252	6326.291410718468
cell_12680	8685.6823700578	7654.261490956243
cell_12681	7960.404051397641	5807.694161560145
cell_12682	8726.383578961053	7068.37474193501
cell_12683	8452.169252851556	5492.192825514074
cell_12684	7291.136705100951	6491.577122924622
cell_12685	8806.362633203193	5562.576884399522
cell_12686	8012.765438615578	5467.045415696601
cell_12688	7794.77821467511	6171.067950770088
cell_12689	7226.594086491979	6966.161140069247
cell_12690	7729.810338776345	6077.361600959025
cell_12691	9232.577036652594	6487.534397998926
cell_12692	8005.010063367123	6431.7342765380745
cell_12693	7436.196980771295	6190.970645957678
cell_12694	7799.0489587563425	7432.385407050678
cell_12695	7114.874149691829	6350.55068565029
cell_12696	8247.224206276016	4942.2112310895745
cell_12697	8358.26448846303	7372.237769242148
cell_12698	6881.697190961659	7593.3807365000785
cell_12699	7318.541710168045	7319.398814965577
cell_12700	8321.474427812618	6790.2626982521615
cell_12701	8194.995226806246	5926.2425422096885
cell_12702	7602.077034438559	4954.0627595524875
cell_12703	7386.526840472048	6948.771784587452
cell_12704	7621.733156853596	7982.02485471161
cell_12705	9130.716832526257	5711.859500939639
cell_12706	9652.518958317713	7192.288757428983
cell_12707	9488.776660690231	5980.371068413807
cell_12708	8115.095106494475	7264.285051471921
cell_12709	9292.736542038636	6648.302847074347
cell_12710	7631.743405117714	6533.440112422353
cell_12711	8970.279186980346	7735.735260833537
cell_12712	8080.7137948455875	6583.879345944002
cell_12713	8833.81689887029	6011.567681559628
cell_12714	8488.504984983441	7092.797278537875
cell_12715	9284.827552393046	5534.6501879690895
cell_12716	7101.348324589807	6711.843968617582
cell_12717	7485.90716380562	6933.2345170658355
cell_12718	9488.913128887154	7705.08778676754
cell_12719	7041.931843250337	6526.736883618039
cell_12720	9041.243578592535	6040.00639747805
cell_12721	8938.848968396711	7099.934695154628
cell_12722	8199.097836793982	7611.132738842473
cell_12723	7901.383254239985	6227.247701296267
cell_12724	8577.84175211865	5977.9965018042585
cell_12725	7276.551220882107	7692.91921255239
cell_12726	8469.363055152508	7341.447663832334
cell_12727	7995.371259963139	5689.239730166526
cell_12728	7362.923611361549	6718.7469002408825
cell_12729	8268.86035551827	6097.209283557047
cell_12730	8216.717522842482	6885.7083883652585
cell_12731	7155.58850023486	6446.07072518448
cell_12732	9179.475067790936	5616.610476348937
cell_12733	8809.338405108681	6065.340919053568
cell_12734	8174.615067828536	7610.532466354391
cell_12735	9632.007551557715	7540.190234309775
cell_12736	8616.558889483693	5713.994545177876
cell_12737	8855.447948875088	5216.247951321485
cell_12738	7822.943203681266	6132.46060552232
cell_12739	9394.582563961449	6466.7489677923395
cell_12740	8346.728477888139	6983.582140041779
cell_12742	8929.059105866114	6366.6619376772705
cell_12743	8920.547039036406	8021.50871496584
cell_12744	7033.032804024838	5994.194542141987
cell_12745	7520.88982527076	7613.788399518652
cell_12746	8315.030487398766	6377.4360104299885
cell_12747	7504.08219240006	7391.889227221445
cell_12748	9105.109331063824	5760.357429064047
cell_12750	8053.143427838893	7051.631553670276
cell_12752	8662.589830912599	5720.559491351092
cell_12753	9118.604263169345	5240.895588060852
cell_12754	8312.068786268694	6532.612447141522
cell_12755	8923.98967902043	5960.822051320473
cell_12756	7527.098026850626	5196.656154042691
cell_12758	7052.567155399431	7333.083207910436
cell_12759	7696.668160340181	7641.4931583217
cell_12760	7986.354306511067	6068.300423301545
cell_12761	7822.417830117837	6056.561048213185
cell_12762	7700.206364826416	6069.493601312085
cell_12763	7783.863547555815	7859.091635330932
cell_12764	9490.076694062629	6971.070318744391
cell_12765	9620.168704926109	6188.92501042203
cell_12766	8717.335188474977	6784.118915274379
cell_12767	8385.190661031547	5323.872555841176
cell_12768	7068.694067994315	6546.48756783761
cell_12769	8018.573737058644	6258.774527837568
cell_12770	8190.272572115929	6062.475915334548
cell_12771	7156.150051804355	5730.474542512114
cell_12772	6899.424930212086	7043.711185371372
cell_12773	9184.93359844084	6577.376882082352
cell_12774	8208.452075375719	6217.148852021085
cell_12775	8262.55770538204	6344.363042100832
cell_12776	8722.17035065682	4974.095946997572
cell_12777	7089.024480764244	6113.302040456761
cell_12778	7489.274627052048	6510.893348472674
cell_12779	7647.876489204364	6471.349525130892
cell_12780	7279.16633921274	7799.126561344602
cell_12781	8216.024330924163	5746.371647131152
cell_12782	8401.49242411006	6049.939558034954
cell_12783	8348.043663456509	6316.7329151365975
cell_12784	7251.693423312462	7808.757123233774
cell_12785	9684.933719531993	5997.174986809755
cell_12786	7567.261681204766	4922.26620756888
cell_12787	7162.1396133309645	7219.362952983902
cell_12788	8322.21964465603	6673.4795943955205
cell_12789	9223.755029666547	6600.094512875282
cell_12790	7240.632579417639	5609.8843255895445
cell_12791	7558.87201934068	6606.124697337204
cell_12792	9058.999021139041	6321.967641172731
cell_12793	7417.7554936509505	6174.02842897923
cell_12794	7999.483180914512	6522.898051381632
cell_12795	9469.941675862574	7842.7737846351365
cell_12796	7629.502616008808	6729.614189129258
cell_12797	7909.956306186349	7995.15593576081
cell_12798	8111.464448591953	6156.596510528099
cell_12799	9472.949116767795	6266.1888081482
cell_12800	8769.791361238762	6117.218635780777
cell_12801	7193.564206392363	6902.4359647956835
cell_12802	8151.967547501613	5678.318085991968
cell_12803	7132.285803717338	6352.044901286415
cell_12804	7325.772069031933	6585.269074925844
cell_12805	6859.516342763534	6217.519555076672
cell_12806	7478.912019256143	7510.464299937571
cell_12807	7398.651271736681	5120.269879001662
cell_12808	8407.283606138979	5371.373475464507
cell_12809	8082.95537364421	5915.682072617394
cell_12810	7492.5419631210125	7600.846164939399
cell_12811	8449.464528140168	6147.2821075796855
cell_12812	8875.632674881708	5918.268395320675
cell_12813	8935.415286240723	7575.511781111053
cell_12814	9201.613563953286	5074.310030841737
cell_12815	7483.301781381414	7630.015936585239
cell_12816	9067.925684152373	7175.429567249523
cell_12817	9477.45632463064	7750.790584782791
cell_12818	8563.059964044896	6381.491812829757
cell_12819	9181.310075230258	5403.395005800464
cell_12820	7365.589447040337	7227.6599206822975
cell_12821	8478.660100031655	7431.74787735721
cell_12822	8574.028981232515	5490.559422309133
cell_12823	7869.139244431915	6785.235159080705
cell_12824	9033.359464666866	6533.182740124126
cell_12825	9135.534486360422	7212.92921217297
cell_12826	7187.182019936513	6922.730333923155
cell_12827	7183.873124164699	7816.112145904463
cell_12828	9009.839036967154	5496.45616886806
cell_12829	7407.424492159296	5591.558038316756
cell_12830	6870.1006840507	6099.919339773756
cell_12831	8308.963583840878	6117.396074696144
cell_12832	8266.895931437479	6818.413557719778
cell_12833	7944.238287421573	6694.657155684512
cell_12834	8786.412167480028	7142.497031754716
cell_12835	7094.136495709537	4957.316802566461
cell_12836	7335.080843460753	6463.943195727782
cell_12837	8293.075241587789	6881.878808001718
cell_12838	7701.356762609873	5393.5451147991
cell_12839	7953.809961709019	7649.65408765053
cell_12840	8406.76538244893	5311.582927574873
cell_12841	8734.190024602838	6344.55591083228
cell_12842	7752.130703749589	6301.417499399171
cell_12843	7268.578939246675	7560.282974288513
cell_12844	8660.176370134679	5873.530903576703
cell_12845	8872.848540992543	6387.507111539586
cell_12846	8151.588774825191	6008.287668644958
cell_12847	8406.059883776254	5223.771981745937
cell_12848	7247.253882528686	6930.701424481817
cell_12849	6950.028211869641	7431.421769350656
cell_12850	7358.972389988749	6829.766055408571
cell_12851	8953.203653836272	4930.363477530154
cell_12852	7996.742014070521	5662.541624022986
cell_12853	8627.291612634075	5646.005409887411
cell_12854	7231.132654755981	5803.062024642198
cell_12855	7631.326795820343	7648.66633642392
cell_12856	8555.739510555715	5380.3305220624325
cell_12857	8034.696801444336	6766.733216924231
cell_12858	7577.878752007746	6962.465993384527
cell_12859	8210.64299171357	5717.240477642275
cell_12860	7229.34867153151	6909.189663775301
cell_12861	8793.2795441616	5947.415067151552
cell_12862	8952.964466545653	5481.6221375989535
cell_12863	8293.65036993442	6182.493475702036
cell_12864	8098.158687079801	7095.328403476318
cell_12866	7957.748554431023	6299.306774145069
cell_12867	7960.936769030161	6275.737999433367
cell_12868	9470.245616611945	5156.331716522985
cell_12869	7233.145297636259	5565.030034189817
cell_12870	7855.504464847715	6617.313628978422
cell_12871	7763.514324572644	7926.187103774268
cell_12872	7598.151079716103	6820.516428127987
cell_12873	8911.692215335617	6385.082620784643
cell_12874	8664.265740610666	5570.374625887202
cell_12875	8729.879804629432	6239.710258303081
cell_12876	7040.226720013823	5351.649785759452
cell_12877	7912.265511293729	6847.071004955256
cell_12878	7686.142979595395	6500.86961530636
cell_12880	8134.143940010276	6265.094369986585
cell_12881	8766.043738894065	5463.680940854794
cell_12882	8510.303356912538	5940.899256796726
cell_12883	7868.259854939623	6156.191608018173
cell_12884	8926.93032573342	7603.157814485387
cell_12885	9080.262359988295	5114.297238108437
cell_12886	9511.209780803263	6986.420451132361
cell_12887	9450.685474980932	6451.851648078992
cell_12888	7070.811066109197	7665.161672445545
cell_12889	7827.55740496957	6615.648814800567
cell_12890	7603.05794527034	6935.836384163988
cell_12891	9344.292829355689	5610.304306705069
cell_12892	8131.636671689305	5489.893921473107
cell_12893	6899.853771073786	6567.1212963401995
cell_12894	8432.333371777433	6271.409363273731
cell_12895	8418.45155021754	5561.343361303058
cell_12896	9536.117921621895	7961.154997735938
cell_12897	8652.499449629777	5527.143216923412
cell_12898	7523.604850942816	7148.177174048736
cell_12899	8327.986690627513	6120.586272006514
cell_12900	9439.768399355195	6380.632375060876
cell_12901	7020.120523403694	6976.263268395412
cell_12902	8080.807902536517	6124.951862876421
cell_12903	8364.965298450863	7149.663598170783
cell_12904	9546.034374919967	7447.405796356768
cell_12905	7238.570173205128	4994.509957630646
cell_12906	8781.934248295494	6041.561399690947
cell_12907	8773.223843513026	6011.078420572323
cell_12908	9063.651550286228	6351.757620837543
cell_12909	8435.091507951385	5320.609887205218
cell_12910	8737.245529869546	7145.353408149813
cell_12911	8409.108491100471	6264.388752847728
cell_12912	6868.894789259665	6052.929454631435
cell_12913	7112.216002666926	6261.357617516972
cell_12914	9162.02342819443	6581.3246480154085
cell_12915	8116.069941831602	5465.3551595398185
cell_12916	7688.725600665897	6250.431909567322
cell_12917	8230.456828628005	6980.076301913014
cell_12918	7689.668981780521	6161.331082584859
cell_12919	8999.67033205599	6709.675898056897
cell_12920	9340.348178524673	5043.20185712616
cell_12921	7624.939721359408	5175.00218615028
cell_12922	8995.302657868247	5718.744038180577
cell_12923	9065.0793034245	6143.385767891425
cell_12924	8466.181794289188	7905.063834235402
cell_12925	7338.174856733359	6178.6423188506305
cell_12926	8117.40709215429	7421.138485165988
cell_12927	8291.011734700063	5707.325440662019
cell_12928	7165.488930128463	5267.604311941808
cell_12929	7390.073609404401	5021.995410193649
cell_12930	8474.239341184502	6349.761634522386
cell_12931	7991.281345599333	7292.538057040554
cell_12932	8255.392412674795	7781.251695501
cell_12933	7435.341589046518	7029.2702333552525
cell_12934	8334.11111267039	7119.152282358611
cell_12935	8404.26452365545	6423.554239208501
cell_12936	8224.342873192922	5526.191793592903
cell_12937	9084.160509601406	5525.011462565978
cell_12938	8872.499297676039	5266.211648860103
cell_12939	9669.486697941351	6554.575110289425
cell_12940	7662.440008071587	5078.68280868015
cell_12941	7836.096914196984	6340.772091019222
cell_12942	8193.115560388525	7143.624531624873
cell_12943	7948.86184030777	5168.6309449883
cell_12944	7939.189375156132	6006.828625666166
cell_12945	8258.80288907187	6874.453693401794
cell_12946	8101.84166019411	4954.007126788338
cell_12947	8412.079107350757	5592.792187205822
cell_12948	9457.691699273453	7954.715705790777
cell_12949	8233.08717960303	6670.156713068597
cell_12950	9531.659565635546	6601.039129791461
cell_12951	9399.789852991855	5849.917371408509
cell_12952	8738.573316807491	7836.433767366585
cell_12954	7855.507613808865	7301.372563398519
cell_12955	7385.043532464049	7427.850752746548
cell_12956	7268.641136641743	7841.654531242978
cell_12957	8738.476678248857	7170.597931826091
cell_12958	8784.237908133882	7037.239170163317
cell_12959	8348.008988616219	6246.361748698206
cell_12960	9597.263969206764	6177.9738204417845
cell_12961	7933.213429200778	5978.2640925481755
cell_12962	8831.98901226571	7664.51296470101
cell_12963	8339.336661805817	5153.812906211647
cell_12964	7412.903186167407	6576.505844652612
cell_12965	8196.64270081733	6671.106327543567
cell_12966	7432.329703146877	6407.061544189118
cell_12967	8934.164906124633	5332.920005230158
cell_12968	9084.010634516648	6511.114892504898
cell_12969	8960.206479849523	8043.098969223998
cell_12970	8602.441834667037	6813.132939015223
cell_12971	7163.460758543063	6075.4538464968855
cell_12973	7647.33295910498	6053.425239830262
cell_12974	7315.36507591663	6272.148912825196
cell_12975	9434.07657945014	5164.6981376767735
cell_12976	8398.29010398523	7483.818695423721
cell_12977	7430.757638945722	6248.255192854052
cell_12978	8735.965259416125	5511.760501310946
cell_12979	7302.86834099574	7695.369898251132
cell_12980	6878.210106143357	6591.19431708704
cell_12981	8968.112279903124	6743.713683643655
cell_12982	8613.465101106249	7841.993389894186
cell_12983	9528.967107552888	7704.855895903068
cell_12984	7834.230621198123	6294.70966719776
cell_12985	6979.0133705396765	7967.638848007333
cell_12986	6916.258892734538	6081.546934436135
cell_12987	6883.805789475093	7919.82239642048
cell_12988	7825.677236004351	6323.135628934741
cell_12989	8817.578601899266	7579.964526719668
cell_12990	7643.05039577613	7030.794775400709
cell_12991	7977.4521425648645	8058.282087269338
cell_12992	6921.156794805732	6539.1433209660245
cell_12993	6999.546879768976	5301.0233849437045
cell_12994	7982.423285233649	5982.2006751401905
cell_12995	7695.844902135999	6273.148368613057
cell_12996	7952.139864181244	6091.631472703219
cell_12997	7385.593633842266	6058.673599722219
cell_12998	7501.318381262082	6122.342152156503
cell_12999	7843.419126803687	7543.3154653339325
cell_13000	8414.843511268442	5738.923645169103
cell_13001	8988.34148392868	6134.205393610771
cell_13002	8080.022939447955	7551.602656984929
cell_13003	8571.16519934477	6336.832975333321
cell_13004	6922.214354993949	7702.3734714782395
cell_13005	8137.971041270277	6247.069678329728
cell_13006	9592.70133625821	6013.264512691555
cell_13007	7857.3600521997705	6886.177765179473
cell_13008	7793.864361502867	6330.40150986734
cell_13009	9179.238679882541	7899.9462599938615
cell_13010	8537.68133620483	5409.696464225891
cell_13011	9079.87639691106	6060.270688758663
cell_13012	6990.50807206647	7285.98644176124
cell_13013	8454.252077338017	5313.358094455034
cell_13014	8395.528019005551	6076.643818130242
cell_13015	8081.989970483207	5981.499147522033
cell_13016	8967.658525719407	6622.145142276966
cell_13017	8264.152096699267	6120.483284525293
cell_13019	9198.934409744037	5493.727942056299
cell_13020	8377.283820522433	5502.105125109362
cell_13021	6965.446059243221	7498.407639178074
cell_13022	8334.636125097508	5654.84972190422
cell_13023	7012.413368504141	6406.581063207992
cell_13024	8464.211144270095	4948.233222922244
cell_13025	8204.598259316406	6439.45319157336
cell_13026	9271.415385936001	7326.340036541769
cell_13027	7604.835098857158	6633.3465882986175
cell_13028	8354.017532771779	6275.994571355192
cell_13029	8356.50030637343	6194.105510166898
cell_13030	8149.510920723189	6989.228781700389
cell_13031	7616.630869997065	6997.722342873503
cell_13032	8029.017559199023	5946.265574503333
cell_13033	9336.45058502374	5805.087252731991
cell_13034	7417.21240062538	6378.577246187157
cell_13035	8098.08710023672	5609.860573109842
cell_13036	8568.854843690686	5619.3855082574955
cell_13037	8725.71411206315	7110.39113886738
cell_13038	7136.372886166887	6162.56583514722
cell_13039	8802.827471592189	6704.5294625951665
cell_13041	8316.269059017897	7070.374987920972
cell_13042	7993.970404029884	6494.5560668136495
cell_13043	7392.416590410407	6519.291083757254
cell_13044	7237.219706393555	7342.856131404687
cell_13045	9433.928321552543	5837.352529159696
cell_13046	8726.607179841081	5947.183879440532
cell_13047	8325.315450228001	6148.404260278898
cell_13049	7388.3407833092515	5069.303596917554
cell_13050	7172.694925044932	7312.8233812791095
cell_13051	8878.329069798208	6190.431040681813
cell_13052	8675.269780085191	5615.7022463245485
cell_13053	7804.865084826717	6308.462087773232
cell_13054	8143.657968265085	6451.560095506008
cell_13055	8499.136876913008	7561.09933676114
cell_13056	8669.910014585545	7852.963441132641
cell_13057	7289.113875963766	6108.40761221131
cell_13058	9039.891402643254	6462.637274722616
cell_13059	9250.56712844987	6678.895763106523
cell_13060	8260.23713242425	6232.421188554659
cell_13061	6930.204662310233	6342.8116201139555
cell_13062	7736.703248920498	6226.649227269002
cell_13063	8330.456811438973	7472.979788118056
cell_13064	8762.887153813184	5944.086422455065
cell_13066	8308.061642863719	6149.240539208519
cell_13067	7526.833911876009	6105.51633663052
cell_13068	7801.848012808059	8079.848804447363
cell_13069	8194.325610699021	5708.773185037908
cell_13070	6904.715951202694	6470.53252271647
cell_13071	8376.501453761548	7720.738048352234
cell_13072	8275.258658048144	6743.450623955348
cell_13073	8424.0255006779	5295.699086878862
cell_13074	8000.268916613754	5943.76782112577
cell_13075	8661.603523901462	6443.234610088027
cell_13076	9119.43124831587	6593.397453330691
cell_13077	7329.956644752441	6207.920028989759
cell_13078	7444.420350002569	7810.578511712028
cell_13079	8890.417505231637	5491.1333115348525
cell_13080	7733.942669122608	7558.386387554514
cell_13081	7438.463738653317	6143.624604751911
cell_13082	8080.354871647987	8061.294612789667
cell_13083	8126.076676964512	5645.150543805451
cell_13084	8095.772545841766	5398.672915120998
cell_13086	8941.063064061138	5809.983872048693
cell_13088	9290.37206676175	5873.795096368661
cell_13089	8214.335640131632	7983.479801813042
cell_13090	8344.963758005444	6080.632488003665
cell_13091	8600.96338685704	7875.692288523316
cell_13092	8057.356583127304	5483.107251008459
cell_13094	7890.772819801067	6615.703104971249
cell_13095	8501.517135283037	5651.142705954618
cell_13096	9248.879147799933	6439.000036852615
cell_13097	8273.105769030117	7714.1479854556965
cell_13098	7481.454538793816	4996.455088404732
cell_13099	7209.30793309478	5615.203178494908
cell_13100	7182.257316661473	4924.15592880051
cell_13101	8685.190753112984	5588.745200183427
cell_13102	8435.023113766492	6070.371604182227
cell_13103	8627.79252375129	4879.043590340531
cell_13104	6937.015038338668	7542.620494214668
cell_13105	8560.903313972287	5949.084171662751
cell_13106	9610.91322701058	6277.408786706093
cell_13107	8283.379022780488	6770.354100704099
cell_13108	7908.389583050335	7514.687018338235
cell_13109	8828.547058485798	7555.285673988313
cell_13110	7404.596516557946	6428.472929583573
cell_13111	9672.642071719132	6757.20971686382
cell_13112	7979.259622033358	6293.016701786426
cell_13113	7092.987693049675	6398.880684493506
cell_13114	8716.382560931428	6368.986535009346
cell_13115	7222.123290086978	6110.816368069139
cell_13116	7038.7542567666615	5106.397526132898
cell_13117	8056.6135321549245	6188.660082918986
cell_13118	8292.312519869634	5796.549924039622
cell_13119	9129.921697481157	7722.606195981007
cell_13120	7561.497840296983	6154.746331017767
cell_13121	8117.5175960732295	6227.603708457739
cell_13122	8448.45905337254	5276.328147910541
cell_13123	7564.511895073867	7646.413904729491
cell_13124	7842.779455574157	6067.416747493407
cell_13125	9041.877628017926	6178.328768308178
cell_13126	8739.198005249997	6711.443610975907
cell_13127	8673.236859103223	6487.343972432196
cell_13128	8609.356080960239	5457.867479407309
cell_13129	7084.9449976909955	7679.576966338415
cell_13130	8017.945758435191	6998.333456088068
cell_13131	7072.102812216401	7343.777783562742
cell_13132	8046.779018108712	5781.63197503349
cell_13133	7678.697417440695	6572.475773683458
cell_13135	7890.266664643879	6715.355706365539
cell_13136	7854.896627102097	6808.427968627279
cell_13137	8502.003722198415	4933.908519247132
cell_13138	9358.04517681464	6906.016274189851
cell_13139	8321.49587833399	6107.176788858231
cell_13140	9034.164057913316	7651.535752790976
cell_13141	7611.407039085833	6109.176560446697
cell_13142	9411.855922277717	5282.410093415519
cell_13143	8601.432975793228	7007.396640676356
cell_13144	8528.557869743467	5448.4325589328555
cell_13145	8469.882747795693	7504.851916531976
cell_13146	9528.373745190436	5908.458802761086
cell_13147	7783.420505551919	6080.13226595819
cell_13148	9153.458512139823	6353.307339460446
cell_13149	9012.40987291056	7824.158849718771
cell_13150	8272.334402361535	6149.208949984156
cell_13151	7231.669086932133	7327.273579646353
cell_13152	7228.020309478978	8026.541684649518
cell_13153	7256.533642097269	7660.526154785671
cell_13154	8775.795866102328	7657.949214745208
cell_13155	9219.661392060905	5478.660599280317
cell_13156	9307.96462849815	6487.803999533693
cell_13157	8851.121210325504	7562.408882685825
cell_13158	8077.7681371225135	5364.048932604958
cell_13159	7339.773128323985	7542.782948445096
cell_13160	8071.501026551955	8021.184118049908
cell_13161	9591.957128592383	6690.48403294236
cell_13162	8772.858926163548	7980.114273232613
cell_13163	7689.274744892503	6685.781978464719
cell_13164	6875.970448630244	6538.241994939556
cell_13165	8163.909250872052	6020.922082435472
cell_13166	9321.62830464303	6436.968719107809
cell_13167	8750.983408985385	6672.60959706909
cell_13168	8436.307782081438	5456.558997702547
cell_13169	8572.516632152863	5549.853923569429
cell_13170	8690.814532553874	7424.921079295803
cell_13171	8566.270657504703	5697.992969744921
cell_13172	8437.119057740627	7445.045008077416
cell_13173	8902.367939004884	5256.736658385642
cell_13174	8138.705865882866	7100.134786849555
cell_13175	9434.053195596385	6476.137162065663
cell_13176	9501.473711530654	7860.4477015037855
cell_13177	7278.496706523366	6464.379727440007
cell_13178	7651.215533543736	6915.392846227348
cell_13179	8230.509723849782	7570.353869641063
cell_13180	8446.684665876703	5348.7626274595395
cell_13181	9710.031228517908	6556.788771120098
cell_13182	7631.895191650606	6218.003792827095
cell_13183	9036.128514254486	7808.833292341781
cell_13184	9094.311755800783	6457.2272480704205
cell_13185	6872.640617490139	7803.577956346966
cell_13186	9437.990956245694	7779.719844499183
cell_13187	7396.661587878847	6283.860535533048
cell_13188	9468.175913369852	7905.9718674621145
cell_13189	7464.057038963673	5660.397439077018
cell_13190	7595.704581871444	7978.528717422636
